Institute,City,Degree,Duration,Fee,Deadline,Subject
Shaheed Zulfikar Ali Bhutto Institute Of Science & Technology [hyderabad],Hyderabad,BS,4 Years,120400,30-12-2025,Computer Science
Abasyn University (sub Campus),Islamabad,BS,4 Years,0,28-12-2025,Computer Science
Alhamd Islamic University [ibd],Islamabad,BS,4 Years,0,16-08-2024,Computer Science
"Bahria University, H-11 Campus",Islamabad,AD,2 Years,122196,18-12-2025,Computer Science
"Bahria University, H-11 Campus",Islamabad,BS,4 Years,122196,24-07-2025,Computer Science
Hamdard University - Islamabad Campus,Islamabad,BS,4 Years,96900,15-07-2023,Computer Science
"Iqra University, Chak Shahzad Campus",Islamabad,BS (HONS),4 Years,155080,29-02-2024,Computer Science
"Iqra University, H-9 Campus",Islamabad,AD,2 Years,0,10-09-2025,Computer Science
"Iqra University, H-9 Campus",Islamabad,BS,4 Years,254240,10-09-2025,Computer Science
Isra University [isb]],Islamabad,BS,4 Years,0,28-09-2021,Computer Science
Preston University [isb],Islamabad,BS,4 Years,80000,30-10-2025,Computer Science
Shaheed Zulfiqar Ali Bhutto Institute Of Science And Technology,Islamabad,BS,4 Years,121200,19-12-2025,Computer Science
The University Of Lahore ( Islamabad Campus ),Islamabad,BS,4 Years,165000,11-10-2019,Computer Science
"Air University, Aerospace & Aviation Campus Kamra",Kamra,BS,4 Years,86100,15-07-2025,Computer Science
"Air University, Karachi Campus",Karachi,BS,4 Years,0,25-08-2025,Computer Science
Isra University [khi],Karachi,BS,2 Years,150000,09-11-2018,Computer Science
National University Of Computer And Emerging Sciences ( Karachi Campus ),Karachi,BS,4 Years,160000,04-07-2025,Computer Science
"Air University, Kharian Campus",Kharian,BS,4 Years,0,15-07-2025,Computer Science
National University Of Computer And Emerging Sciences ( Lahore ),Lahore,BS,4 Years,160000,04-07-2025,Computer Science
Preston University [lhr],Lahore,BS,4 Years,80000,20-06-2016,Computer Science
Riphah International University Lahore,Lahore,BS,4 Years,159800,20-09-2024,Computer Science
Szabist,Larkana,BS,4 Years,185600,26-05-2024,Computer Science
"Sarhad University Of Science And Information Technology, Mardan Campus",Mardan,BS,4 Years,0,13-12-2022,Computer Science
National College Of Business Administration And Economics ( Multan Campus ),Multan,BS,4 Years,156000,19-10-2025,Computer Science
The University Of Lahore ( Baba Fareed Campus ),Pak Pattan,BS,4 Years,0,20-02-2021,Computer Science
National University Of Computer And Emerging Sciences ( Peshawar Campus ),Peshawar,BS,4 Years,160000,04-07-2025,Computer Science
Qurtuba University Of Science & Information Technology,Peshawar,BCS,4 Years,72000,08-11-2025,Computer Science
Iqra University [qta],Quetta,BS,3 Years,0,01-01-1970,Computer Science
Iqra University [qta],Quetta,BCS,3 Years,0,01-01-1970,Computer Science
National College Of Business Administration & Economics ( Rahim Yar Khan Campus ),Rahim Yar Khan,BS,4 Years,0,03-11-2024,Computer Science
Foundation University Islamabad (sub Campus),Rawalpindi,BS,4 Years,157290,01-08-2025,Computer Science
Riphah International University ( Rawalpindi Campus ),Rawalpindi,AD,2 Years,0,10-10-2020,Computer Science
"The University Of Lahore, Sub Campus",Sargodha,BS,4 Years,0,08-02-2025,Computer Science
"Foundation University, Sialkot Campus",Sialkot,BS,4 Years,0,13-09-2019,Computer Science
"University Of Management And Technology, Sialkot Campus",Sialkot,BS,4 Years,0,30-10-2021,Computer Science
"Iqra National Univesity, Swat Campus",Swat,BS,4 Years,71730,30-09-2025,Computer Science
"Shaheed Zulfiqar Ali Bhutto Institute Of Science And Technology, Gharo Campus",Thatta,BS,4 Years,0,30-09-2024,Computer Science
Government Postgraduate College ( Mandian),Abbottabad,BS,4 Years,0,30-11--0001,Computer Science
Government Degree College For Women,Ali Pur,BS,4 Years,3500,18-10-2025,Computer Science
Government Degree College For Women[khairpur Tamewali],Bahawal Pur,BCS,2 Years,0,30-11--0001,Computer Science
Government S E College,Bahawal Pur,BS,4 Years,0,26-09-2014,Computer Science
University College Of Education,Bahawal Pur,BCS,4 Years,0,01-01-1970,Computer Science
Government Postgraduate College,Bannu,BS,4 Years,0,31-08-2013,Computer Science
Government Postgraduate College,Charsadda,BS,4 Years,0,27-08-2018,Computer Science
Government Boys College,Dadu,BS,4 Years,0,30-01-2026,Computer Science
Government Post Graduate College Of Science,Faisalabad,BS,4 Years,0,29-10-2022,Computer Science
Government Post Graduate College [samanabad],Faisalabad,BS,4 Years,0,23-09-2023,Computer Science
"Uaf Community Collge, Jhang Road",Faisalabad,BS,4 Years,0,28-07-2025,Computer Science
Government Science Degree College,Gambat,BS,4 Years,0,01-01-1970,Computer Science
Government Post Graduate College For Women [satellite Town],Gujranwala,BS,4 Years,0,10-09-2024,Computer Science
"Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,BS,4 Years,0,03-01-2025,Computer Science
"Government Boys College, Phuleli",Hyderabad,BCS,3 Years,0,13-07-2013,Computer Science
Government Girls College [jail Road],Hyderabad,BCS,3 Years,0,01-01-1970,Computer Science
Government Girls College [qasimabad],Hyderabad,BCS,3 Years,0,01-01-1970,Computer Science
Government Nazareth Girls College,Hyderabad,BCS,3 Years,0,01-01-1970,Computer Science
Government Shah Latif Girls College,Hyderabad,BCS,3 Years,0,01-01-1970,Computer Science
"Islamabad Model College For Boys, H-9",Islamabad,BS,4 Years,0,07-09-2025,Computer Science
Islamabad Model College For Girls Shalimar F-6/2,Islamabad,BS,4 Years,0,07-09-2025,Computer Science
"Islamabad Model College For Girls,g-10/4 ( Postgraduate)",Islamabad,BS,4 Years,0,07-09-2025,Computer Science
Government Post Graduate College,Jhang,BS (HONS),4 Years,0,30-09-2025,Computer Science
University College Of Education For Women,Joharabad,BCS,4 Years,0,01-01-1970,Computer Science
Dj Sindh Government Science College,Karachi,BS,4 Years,0,31-12-2025,Computer Science
Government College For Boys And Girls[stadium Road],Karachi,BCS,3 Years,0,30-12-2017,Computer Science
Government Degree Boys And Girls College,Karachi,BCS,3 Years,0,30-12-2013,Computer Science
Government National College,Karachi,BCS,3 Years,0,07-02-2022,Computer Science
Khursheed Government Girls Degree College,Karachi,BCS,3 Years,0,31-12-2025,Computer Science
Sir Syed Government Girls College,Karachi,BCS,3 Years,0,31-12-2025,Computer Science
Apwa Degree College For Women[jail Road],Lahore,AD,2 Years,0,02-10-2024,Computer Science
Fazaia College Of Edcation For Women,Lahore,BS,4 Years,0,01-06-2022,Computer Science
Garrison Science Degree College For Boys,Lahore,B.Sc. [Hons],4 Years,0,01-01-1970,Computer Science
Garrison Science Degree College For Women,Lahore,B.Sc. [Hons],4 Years,0,26-09-2018,Computer Science
Government College For Boys[gulberg],Lahore,BS,4 Years,0,05-11-2022,Computer Science
Government College For Women [gulberg],Lahore,BS,4 Years,0,15-05-2024,Computer Science
